Party_Name,Make,Product_Name,Batch_No,Packing,Item_Code,Billed_Qty,Free_Qty,Rate,Total_Amount,Date
"[ANU05] - ANUJ PHARMA, RAJKOT",ISCON,PREGALIFE-75 SR TABLET,ILS26G0452,10X10 BOX,VGT261113,5.0,0.0,123.25,616.25,2026-04-27
"[ANU05] - ANUJ PHARMA, RAJKOT",ISCON,RCON-LSR CAP.,ILS26G0185,10X10 CAP,GCI25009B,3.0,0.0,170.0,510.0,2026-04-14
"[ANU05] - ANUJ PHARMA, RAJKOT",ISCON,SUPRON EAR DROP,ILS26G0291,5ML BOT,NB08X155E,100.0,0.0,10.2,1020.0,2026-04-20
"[ANU05] - ANUJ PHARMA, RAJKOT",ISCON,TARON-P TABLET,ILS26G0452,20X10 STRIP,T5313F,20.0,0.0,170.0,3400.0,2026-04-27
"[ANU05] - ANUJ PHARMA, RAJKOT",OBGYN,CALOREX-CD TABLET,ILS26G0452,10X10 TAB,NPT-1306,30.0,0.0,115.6,3468.0,2026-04-27
"[ANU05] - ANUJ PHARMA, RAJKOT",OBGYN,OVAGEST 300 (SR) TAB.,ILS26G0452,10X1X10 TAB,UHT25563A,3.0,0.0,680.0,2040.0,2026-04-27
"[ANU05] - ANUJ PHARMA, RAJKOT",OBGYN,OVAGEST 200 (SR) TABLET,ILS26G0291,10X1X10 BOX,25S2HTB333,3.0,0.0,476.0,1428.0,2026-04-20
"[ANU05] - ANUJ PHARMA, RAJKOT",OBGYN,PILL-ON TABLET,ILS26G0185,10X1X21 BOX,UHT26103,3.0,0.0,178.5,535.5,2026-04-14
"[ANU05] - ANUJ PHARMA, RAJKOT",OBGYN,RE-PREG SACHET(ORANGE),ILS26G0291,15X10 GM,NZS698,10.0,0.0,151.3,1513.0,2026-04-20
"[ANU05] - ANUJ PHARMA, RAJKOT",OBGYN,V-CLEAN WASH (NEW),ILS26G0185,100ML NOS,C-1058,24.0,0.0,37.4,897.6,2026-04-14
"[ANU05] - ANUJ PHARMA, RAJKOT",OBGYN,XTRA-500 INJECTION,ILS26G0452,5X5ML INJ,UGA-24571A,20.0,2.0,61.2,1224.0,2026-04-27
"[ANU05] - ANUJ PHARMA, RAJKOT",OTHCURE,ETROCOB-90 TABLET,ILS26G0452,10X10 TAB,LGQ02406J0,3.0,0.0,174.25,522.75,2026-04-27
"[ANU05] - ANUJ PHARMA, RAJKOT",PEDIAISCON,SCOFF-OMS SUSP.,ILS26G0291,60 ML,SP251279,25.0,0.0,19.55,488.75,2026-04-20
"[APM01] - APM PHARMA, AHMEDABAD",ABY BABY,ABYBABY SHAMPOO,ILS26G0409,100ML BOT,282,0.0,3.0,52.4,0.0,2026-04-28
"[APM01] - APM PHARMA, AHMEDABAD",DERMAS,CLINDASE GEL,ILS26G0409,20 GM,R01GE2605A,50.0,0.0,15.2,760.0,2026-04-28
"[APM01] - APM PHARMA, AHMEDABAD",DERMAS,CLOBESON-S6 OINTMENT,ILS26G0409,20 GM,25362A,50.0,0.0,15.2,760.0,2026-04-28
"[APM01] - APM PHARMA, AHMEDABAD",DERMAS,GLOWNEC FACEWASH,ILS26G0261,70 ML,307,30.0,0.0,35.2,1056.0,2026-04-18
"[APM01] - APM PHARMA, AHMEDABAD",DERMAS,RAYNON SUNSCREEN LOTION,ILS26G0409,50 ML,AL0355,5.0,0.0,43.2,216.0,2026-04-28
"[APM01] - APM PHARMA, AHMEDABAD",DERMAS,TERWIT CREAM,ILS26G0261,20 GMS,25367A,24.0,0.0,12.0,288.0,2026-04-18
"[APM01] - APM PHARMA, AHMEDABAD",ISCON,ACLON-P TAB.,ILS26G0142,10X10 TAB,25012068,30.0,0.0,64.0,1920.0,2026-04-10
"[APM01] - APM PHARMA, AHMEDABAD",ISCON,ACLON-SP TAB.,ILS26G0142,10X10 TAB,GAB26006,6.0,0.0,116.0,696.0,2026-04-10
"[APM01] - APM PHARMA, AHMEDABAD",ISCON,ACLON-TP TAB.,ILS26G0409,10X10 TAB,GAE26001,10.0,0.0,512.0,5120.0,2026-04-28
"[APM01] - APM PHARMA, AHMEDABAD",ISCON,CMT PLUS EYE DROP,ILS26G0409,10 ML,24EI02A,0.0,5.0,10.2,0.0,2026-04-28
"[APM01] - APM PHARMA, AHMEDABAD",ISCON,DICLONEX GEL.,ILS26G0261,30 GM,A2609B,200.0,0.0,13.6,2720.0,2026-04-18
"[APM01] - APM PHARMA, AHMEDABAD",ISCON,DOZADIN-5 TABLET,ILS26G0409,10X10 TAB,TG24-1904A,0.0,1.0,65.6,0.0,2026-04-28
"[APM01] - APM PHARMA, AHMEDABAD",ISCON,ISODENT GEL.,ILS26G0261,75 GM,0816,200.0,0.0,25.6,5120.0,2026-04-18
"[APM01] - APM PHARMA, AHMEDABAD",ISCON,LVMONT-XL TABLET,ILS26G0409,10X10 BOX,GFA24002C,0.0,0.3,136.0,0.0,2026-04-28
"[APM01] - APM PHARMA, AHMEDABAD",ISCON,OXYRICH CAP.,ILS26G0261,10X1X10 CAP,MNC-12613,3.0,0.0,124.0,372.0,2026-04-18
"[APM01] - APM PHARMA, AHMEDABAD",ISCON,RCON-D TABLET,ILS26G0261,10X10 TAB,TG250009AF,4.0,0.0,68.0,272.0,2026-04-18
"[APM01] - APM PHARMA, AHMEDABAD",ISCON,REE-D3 (SOFT GEL) CAP.,ILS26G0409,10X1X4 CAP,BSG251732A,3.0,0.0,128.0,384.0,2026-04-28
"[APM01] - APM PHARMA, AHMEDABAD",ISCON,SCOFF-OZ TAB.,ILS26G0142,10X10 TAB,VGT253184A,3.0,0.0,200.0,600.0,2026-04-10
"[APM01] - APM PHARMA, AHMEDABAD",ISCON,SERROF-D TAB.,ILS26G0142,10X10 TAB,25RT1154A,10.0,0.0,64.0,640.0,2026-04-10
"[ARI02] - ARIHANT PHARMA, JAIPUR",DERMAS,COKAM SOAP.,ILS26G0245,1 NOS,CS0138,120.0,0.0,22.0,2640.0,2026-04-17
"[ARI02] - ARIHANT PHARMA, JAIPUR",DERMAS,GLOWNEC FACEWASH,ILS26G0245,70 ML,307,220.0,0.0,40.0,8800.0,2026-04-17
"[ARI02] - ARIHANT PHARMA, JAIPUR",DERMAS,KANACON-O OINTMENT,ILS26G0245,15 GM,5062B,100.0,0.0,15.0,1500.0,2026-04-17
"[ARI02] - ARIHANT PHARMA, JAIPUR",ISCON,CMT PLUS EYE DROP,ILS26G0511,10 ML,24EI02A,0.0,2.0,13.0,0.0,2026-05-05
"[ARI02] - ARIHANT PHARMA, JAIPUR",ISCON,DOZADIN-5 TABLET,ILS26G0511,10X10 TAB,TG24-1904A,0.0,1.0,82.0,0.0,2026-05-05
"[ARI02] - ARIHANT PHARMA, JAIPUR",ISCON,LIFCO TOTAL SYRUP,ILS26G0245,100 ML,OML25190B,300.0,0.0,28.35,8505.0,2026-04-17
"[ARI02] - ARIHANT PHARMA, JAIPUR",ISCON,LIFCO-BL,ILS26G0245,100 ML,KL25805B,120.0,0.0,26.0,3120.0,2026-04-17
"[ARI02] - ARIHANT PHARMA, JAIPUR",ISCON,LULOZ ULTRA CREAM,ILS26G0511,15GM TUBE,EX-25250,100.0,0.0,19.0,1900.0,2026-05-05
"[ARI02] - ARIHANT PHARMA, JAIPUR",ISCON,LVMONT-XL TABLET,ILS26G0511,10X10 BOX,GFA24002C,0.0,1.0,230.0,0.0,2026-05-05
"[ARU02] - ARUKAH MED & GEN STORE, EAST GODAVARI",DERMAS,AAISO-20 (SOFTGEL) CAP.,ILS26G0400,10X10 CAP,ALD5648A,1.0,0.0,250.0,250.0,2026-04-28
"[ARU02] - ARUKAH MED & GEN STORE, EAST GODAVARI",DERMAS,CLINDASE GEL,ILS26G0400,20 GM,R01GE2605A,30.0,0.0,19.0,570.0,2026-04-28
"[ARU02] - ARUKAH MED & GEN STORE, EAST GODAVARI",DERMAS,VITAMIN-C FACE SERUM (DERMASLOVE),ILS26G0400,30 ML,AL0588,15.0,0.0,220.0,3300.0,2026-04-28
"[ARU02] - ARUKAH MED & GEN STORE, EAST GODAVARI",DERMAS,FLU-Z 150 CAPSULE,ILS26G0400,20X2 CAP,CS040,3.0,0.0,130.0,390.0,2026-04-28
"[ARU02] - ARUKAH MED & GEN STORE, EAST GODAVARI",DERMAS,GLOWNEC FACEWASH,ILS26G0400,70 ML,307,20.0,0.0,56.0,1120.0,2026-04-28
"[ARU02] - ARUKAH MED & GEN STORE, EAST GODAVARI",DERMAS,IVODINE-MS OINTMENT,ILS26G0400,15 GM,E636A,20.0,0.0,17.0,340.0,2026-04-28
"[ARU02] - ARUKAH MED & GEN STORE, EAST GODAVARI",DERMAS,KANACON-200 CAP,ILS26G0400,10X10 BOX,OMC26005,1.0,0.0,550.0,550.0,2026-04-28
"[ARU02] - ARUKAH MED & GEN STORE, EAST GODAVARI",DERMAS,KANACON-O OINTMENT,ILS26G0400,15 GM,5062B,50.0,0.0,15.0,750.0,2026-04-28
"[ARU02] - ARUKAH MED & GEN STORE, EAST GODAVARI",DERMAS,KANACON-SB 130 CAPSULES,ILS26G0400,10X10 BOX,UGC25323A,1.0,0.0,578.0,578.0,2026-04-28
"[ARU02] - ARUKAH MED & GEN STORE, EAST GODAVARI",DERMAS,LICLAC LOTION,ILS26G0400,30 ML,K/00957,10.0,0.0,29.0,290.0,2026-04-28
"[ARU02] - ARUKAH MED & GEN STORE, EAST GODAVARI",DERMAS,LULOZ CREAM 30GM,ILS26G0400,30 GM,CCE25342,60.0,0.0,28.0,1680.0,2026-04-28
"[ARU02] - ARUKAH MED & GEN STORE, EAST GODAVARI",DERMAS,LULOZ LOTION 30 ML,ILS26G0400,30 ML,0250,20.0,0.0,29.0,580.0,2026-04-28
"[ARU02] - ARUKAH MED & GEN STORE, EAST GODAVARI",DERMAS,LULOZ CREAM.,ILS26G0400,50GM BOT,1000,20.0,0.0,45.0,900.0,2026-04-28
"[ARU02] - ARUKAH MED & GEN STORE, EAST GODAVARI",DERMAS,MUCICON 5GM. OINTMENT,ILS26G0400,5 GM,E6A005,20.0,0.0,26.0,520.0,2026-04-28
"[ARU02] - ARUKAH MED & GEN STORE, EAST GODAVARI",DERMAS,RAYNON SUNSCREEN LOTION,ILS26G0400,50 ML,AL0355,6.0,0.0,60.0,360.0,2026-04-28
"[ARU02] - ARUKAH MED & GEN STORE, EAST GODAVARI",DERMAS,RAYNON-PRO 70SPF SUNSCREEN,ILS26G0400,50 GM,AL0668,6.0,0.0,80.0,480.0,2026-04-28
"[ARU02] - ARUKAH MED & GEN STORE, EAST GODAVARI",DERMAS,SOFIN CREAM,ILS26G0400,25 GM,1007,30.0,0.0,47.0,1410.0,2026-04-28
"[ARU02] - ARUKAH MED & GEN STORE, EAST GODAVARI",DERMAS,WEWHITE PLUS TABLET,ILS26G0400,10X1X10 BOX,AT2602-031,1.0,0.0,1100.0,1100.0,2026-04-28
"[ARU02] - ARUKAH MED & GEN STORE, EAST GODAVARI",DERMAS,ZETONE SOAP.,ILS26G0400,75 GM,IZ-048,48.0,0.0,30.0,1440.0,2026-04-28
"[ARU02] - ARUKAH MED & GEN STORE, EAST GODAVARI",GIFT,GIFT KEY RING,ILS26G0400,1 NOS,1,0.0,5.0,0.0,0.0,2026-04-28
"[ARU02] - ARUKAH MED & GEN STORE, EAST GODAVARI",ISCON,GIFT BALL PEN(TRIO),ILS26G0400,1 NOS,1,0.0,5.0,0.0,0.0,2026-04-28
"[ARU02] - ARUKAH MED & GEN STORE, EAST GODAVARI",L & L,L & L FOAMING FACE WASH,ILS26G0400,150 ML,C-588,5.0,0.0,130.0,650.0,2026-04-28
"[ASI02] - ASISH`S PHARMACEUTICAL AGENCY, BEHRAMPUR",GIFT,GIFT MOUSE PAD,ILS26G0358,1 NOS,ADIVYA25,0.0,2.0,0.0,0.0,2026-04-24
"[ASI02] - ASISH`S PHARMACEUTICAL AGENCY, BEHRAMPUR",GIFT,GIFT BALL PEN(ATOM),ILS26G0358,1 NOS,2026,0.0,10.0,0.0,0.0,2026-04-24
"[ASI02] - ASISH`S PHARMACEUTICAL AGENCY, BEHRAMPUR",ISCON,BRUTOLIN-D TAB.,ILS26G0358,10X10 BOX,UGT-26192H,10.0,1.0,303.8,3038.0,2026-04-24
"[ASI02] - ASISH`S PHARMACEUTICAL AGENCY, BEHRAMPUR",ISCON,MECOSON-LC TABLET,ILS26G0358,10X1X10 BOX,ADT252996B,10.0,1.0,441.0,4410.0,2026-04-24
"[ASI02] - ASISH`S PHARMACEUTICAL AGENCY, BEHRAMPUR",ISCON,SPENTA-D TAB.,ILS26G0358,10X10AA TAB,2526939,10.0,1.0,98.0,980.0,2026-04-24
"[ASI02] - ASISH`S PHARMACEUTICAL AGENCY, BEHRAMPUR",ISCON,TOLPER-P TABLET,ILS26G0358,10X10 TAB,VBT24267,5.0,0.0,191.1,955.5,2026-04-24
"[ASI02] - ASISH`S PHARMACEUTICAL AGENCY, BEHRAMPUR",ISCON,VERISTO-16,ILS26G0358,10X10 TAB,TG25-1962C,10.0,0.0,78.4,784.0,2026-04-24
"[ASI02] - ASISH`S PHARMACEUTICAL AGENCY, BEHRAMPUR",OBGYN,COFEZN-HB TABLET,ILS26G0358,10X15 TAB,VGT253206D,10.0,1.0,196.0,1960.0,2026-04-24
"[ASI02] - ASISH`S PHARMACEUTICAL AGENCY, BEHRAMPUR",OBGYN,DYDABOON TABLET,ILS26G0512,10X1X10 TAB,UHT25438G,10.0,1.0,1372.0,13720.0,2026-05-05
"[ASI02] - ASISH`S PHARMACEUTICAL AGENCY, BEHRAMPUR",OBGYN,FOXYL-B TAB.,ILS26G0358,15X20 TAB,YT3957,5.0,0.0,303.8,1519.0,2026-04-24
"[ASI02] - ASISH`S PHARMACEUTICAL AGENCY, BEHRAMPUR",OBGYN,PIRAMET TABLET,ILS26G0358,10X1X10 BOX,G007,4.0,0.0,2440.2,9760.8,2026-04-24
"[ASI02] - ASISH`S PHARMACEUTICAL AGENCY, BEHRAMPUR",OBGYN,XTRA-500 TABLET,ILS26G0358,10X10 BOX,GEQ25004,10.0,1.0,485.1,4851.0,2026-04-24
"[ASI04] - ASIAN MEDISALES, THANE",ADIVYA,ADIVYA  KIDNEY STONE TABLET,ILS26G0082,60TAB BOT,NS24-930,10.0,0.0,57.0,570.0,2026-04-07
"[ASI04] - ASIAN MEDISALES, THANE",ADIVYA,ADIVYA LIVER-7G TABLET,ILS26G0370,60 TABLET BOT,NS24-950,24.0,0.0,65.0,1560.0,2026-04-25
"[ASI04] - ASIAN MEDISALES, THANE",ADIVYA,ADIVYA ASHWAGANDHA TABLET,ILS26G0082,60 TABLET BOT,NS24-953,12.0,0.0,60.0,720.0,2026-04-07
"[ASI04] - ASIAN MEDISALES, THANE",DERMAS,VITAMIN-C FACE SERUM (DERMASLOVE),ILS26G0370,30 ML,AL0588,0.0,1.0,210.0,0.0,2026-04-25
"[ASI04] - ASIAN MEDISALES, THANE",DERMAS,GLOWNEC FACEWASH,ILS26G0082,70 ML,314,120.0,0.0,46.0,5520.0,2026-04-07
"[ASI04] - ASIAN MEDISALES, THANE",DERMAS,MAXWHITE CREAM 20GM,ILS26G0082,20 GM TUBE,C-634,304.0,0.0,34.0,10336.0,2026-04-07
"[ASI04] - ASIAN MEDISALES, THANE",DERMAS,RAYNON-PRO 70SPF SUNSCREEN,ILS26G0082,50 GM,AL0216,50.0,0.0,59.0,2950.0,2026-04-07
"[ASI04] - ASIAN MEDISALES, THANE",DERMAS,RAYNON-T TINTED SUNSCREEN,ILS26G0370,30 GM,TW785,12.0,0.0,63.0,756.0,2026-04-25
"[ASI04] - ASIAN MEDISALES, THANE",DERMAS,WEWHITE PLUS TABLET,ILS26G0082,10X1X10 BOX,AT2602-031,4.0,0.0,850.0,3400.0,2026-04-07
"[ASI04] - ASIAN MEDISALES, THANE",DERMAS,ZETONE SOAP.,ILS26G0370,75 GM,IZ-048,60.0,0.0,27.0,1620.0,2026-04-25
"[ASI04] - ASIAN MEDISALES, THANE",DERMAS,ZETONE CREAM,ILS26G0370,30 GM,PH/0356,48.0,0.0,18.0,864.0,2026-04-25
"[ASI04] - ASIAN MEDISALES, THANE",ISCON,DICLONEX OIL ROLLON,ILS26G0370,50 ML,E047602-26,25.0,0.0,55.0,1375.0,2026-04-25
"[ASI04] - ASIAN MEDISALES, THANE",ISCON,GO-MIGRAIN TABLET,ILS26G0370,10X10 BOX,GENT12333A,1.0,0.0,290.0,290.0,2026-04-25
"[ASI04] - ASIAN MEDISALES, THANE",ISCON,ISOPROT-DM POWDER,ILS26G0082,200 GM,KNP2565,50.0,0.0,43.0,2150.0,2026-04-07
"[ASI04] - ASIAN MEDISALES, THANE",ISCON,RAYNON-S CREAM,ILS26G0370,50GM TUBE,BCC2507016,12.0,0.0,165.0,1980.0,2026-04-25
"[ASI04] - ASIAN MEDISALES, THANE",ISCON,TRETCH STRETCH MARK CREAM,ILS26G0370,50GM TUBE,BCC2601011,0.0,1.0,160.0,0.0,2026-04-25
"[ASI04] - ASIAN MEDISALES, THANE",ISCON,ZINCOVID TAB.,ILS26G0082,10X2X15 TAB,T1945,3.0,0.0,285.0,855.0,2026-04-07
"[ASI04] - ASIAN MEDISALES, THANE",OBGYN,V-CLEAN WASH (NEW),ILS26G0370,100ML NOS,C-1058,48.0,0.0,36.0,1728.0,2026-04-25
"[AST05] - ASTHA DISTRIBUTORS, KANPUR",GIFT,GIFT KEY RING,ILS26G0104,1 NOS,1,0.0,2.0,10.0,0.0,2026-04-08
"[AST05] - ASTHA DISTRIBUTORS, KANPUR",ISCON,WESURE-M TABLET,ILS26G0104,10X1X0 TAB,MNT-226193,3.0,0.0,700.0,2100.0,2026-04-08
"[AST05] - ASTHA DISTRIBUTORS, KANPUR",OBGYN,LETROVA 2.5 MG TAB,ILS26G0104,10X1X5 BOX,MT25157-A,10.0,1.0,150.0,1500.0,2026-04-08
"[AST05] - ASTHA DISTRIBUTORS, KANPUR",OBGYN,WESURE-F TABLET,ILS26G0104,10X1X10 TAB,NPT-1541,5.0,0.0,325.0,1625.0,2026-04-08
"[ASU02] - ASUTOSH ENTERPRISE, GANGADHARPUR",ISCON,BRUTOLIN TAB.,ILS26G0118,10X10 TAB,UGT-251504,10.0,0.0,315.0,3150.0,2026-04-09
"[ASU02] - ASUTOSH ENTERPRISE, GANGADHARPUR",OBGYN,ICYTOL-N TABLET,ILS26G0118,10X10 TAB,AK20178,10.0,0.0,415.0,4150.0,2026-04-09
"[ASU02] - ASUTOSH ENTERPRISE, GANGADHARPUR",OBGYN,ICYTOL-PLUS TABLET,ILS26G0118,10X1X10 BOX,MNT-12650,3.0,0.0,688.0,2064.0,2026-04-09
"[AUR01] - AURA MEDICO U/R, BHOPAL",DERMAS,AAISO-20 (SOFTGEL) CAP.,ILS26G0161,10X10 CAP,ALD5648A,10.0,1.0,230.0,2300.0,2026-04-11
"[AUR01] - AURA MEDICO U/R, BHOPAL",DERMAS,GLOWNEC FACEWASH,ILS26G0161,70 ML,307,300.0,0.0,42.0,12600.0,2026-04-11
"[AUR01] - AURA MEDICO U/R, BHOPAL",DERMAS,I-CLAMINE LOTION,ILS26G0161,1X100 ML,4131,0.0,2.0,35.0,0.0,2026-04-11
"[AUR01] - AURA MEDICO U/R, BHOPAL",DERMAS,DERMASLOVE MAGICSHIELD SERUM,ILS26G0161,30ML BOT,AL0442,55.0,5.0,103.0,5665.0,2026-04-11
"[AUR01] - AURA MEDICO U/R, BHOPAL",DERMAS,DERMASLOVE RAYFLUX SERUM,ILS26G0161,30ML BOT,AL0440,55.0,5.0,108.0,5940.0,2026-04-11
"[AUR01] - AURA MEDICO U/R, BHOPAL",DERMAS,DERMASLOVE FREESPOT SERUM,ILS26G0161,30ML BOT,AL0443,55.0,5.0,108.0,5940.0,2026-04-11
"[AUR01] - AURA MEDICO U/R, BHOPAL",DERMAS,DERMASLOVE ORALUV SERUM,ILS26G0161,30ML BOT,AL0441,55.0,5.0,118.0,6490.0,2026-04-11
"[AUR01] - AURA MEDICO U/R, BHOPAL",DERMAS,MAXWHITE CREAM 20GM,ILS26G0161,20 GM TUBE,C-634,40.0,0.0,38.0,1520.0,2026-04-11
"[AUR01] - AURA MEDICO U/R, BHOPAL",DERMAS,MOMFET-PLUS CREAM 15GM.,ILS26G0161,15 GM,GE25170,45.0,0.0,15.0,675.0,2026-04-11
"[AUR01] - AURA MEDICO U/R, BHOPAL",DERMAS,RAYNON-T TINTED SUNSCREEN,ILS26G0161,30 GM,TW785,100.0,10.0,70.0,7000.0,2026-04-11
"[AUR01] - AURA MEDICO U/R, BHOPAL",DERMAS,SILK SKIN BODY LOTION,ILS26G0161,100 ML,SH-031,10.0,1.0,88.0,880.0,2026-04-11
"[AUR01] - AURA MEDICO U/R, BHOPAL",DERMAS,VITAMOIST BODY YOGURT,ILS26G0161,75 GM,TW690,10.0,1.0,85.0,850.0,2026-04-11
"[AUR01] - AURA MEDICO U/R, BHOPAL",ISCON,TRETCH STRETCH MARK CREAM,ILS26G0161,50GM TUBE,BCC2601011,0.0,1.0,160.0,0.0,2026-04-11
"[AUS04] - AUSGEN PHARMACEUTICALS, NEW DELHI",DERMAS,MAXWHITE CREAM 20GM,ILS26G0493,20 GM TUBE,C-634,0.0,2.0,45.0,0.0,2026-05-04
"[AUS04] - AUSGEN PHARMACEUTICALS, NEW DELHI",ISCON,CZZ-1000 EFFERVESCENT TABLET,ILS26G0175,15TABS BOT,PHN-01262,20.0,2.0,64.0,1280.0,2026-04-13
"[AVA02] - AVANI PHARMA, PUNE",,DIVA SOAP,ILS26G0490,75 Gm,DI-014,100.0,10.0,32.0,3200.0,2026-05-04
"[AVA02] - AVANI PHARMA, PUNE",ABY BABY,ABYBABY BABY CREAM,ILS26G0044,50 GM TUBE,GL34,50.0,5.0,35.0,1750.0,2026-04-04
"[AVA02] - AVANI PHARMA, PUNE",ABY BABY,ABYBABY BABY LOTION,ILS26G0044,100 ML,GL29,50.0,5.0,45.0,2250.0,2026-04-04
"[AVA02] - AVANI PHARMA, PUNE",ABY BABY,ABYBABY BABY MASSAGE OIL,ILS26G0490,100 ML,AL0506,50.0,0.0,46.0,2300.0,2026-05-04
"[AVA02] - AVANI PHARMA, PUNE",ABY BABY,ABYBABY SOAP,ILS26G0490,75 GM,C-223,100.0,10.0,25.0,2500.0,2026-05-04
"[AVA02] - AVANI PHARMA, PUNE",ABY BABY,ABYBABY DIAPER RASH CREAM,ILS26G0044,60 ML,AL0416,20.0,2.0,43.0,860.0,2026-04-04
"[AVA02] - AVANI PHARMA, PUNE",DERMAS,AAISO-20 (SOFTGEL) CAP.,ILS26G0189,10X10 CAP,ALD5648A,10.0,1.0,250.0,2500.0,2026-04-14
"[AVA02] - AVANI PHARMA, PUNE",DERMAS,CLINDASE GEL,ILS26G0189,20 GM,R01GE2605A,100.0,10.0,19.0,1900.0,2026-04-14
"[AVA02] - AVANI PHARMA, PUNE",DERMAS,CLOBESON-S6 OINTMENT,ILS26G0189,20 GM,25362A,109.0,11.0,19.0,2071.0,2026-04-14
"[AVA02] - AVANI PHARMA, PUNE",DERMAS,CLOBESON OINTMENT,ILS26G0189,30 GM,A430C,100.0,10.0,18.0,1800.0,2026-04-14
"[AVA02] - AVANI PHARMA, PUNE",DERMAS,CLOTRON POWDER,ILS26G0189,75 GM,CL-3025,100.0,10.0,22.0,2200.0,2026-04-14
"[AVA02] - AVANI PHARMA, PUNE",DERMAS,DAYTON CREAM,ILS26G0044,30 GM,C-894,50.0,5.0,45.0,2250.0,2026-04-04
"[AVA02] - AVANI PHARMA, PUNE",DERMAS,VITAMIN-C FACE SERUM (DERMASLOVE),ILS26G0371,30 ML,AL0588,0.0,1.0,210.0,0.0,2026-04-25
"[AVA02] - AVANI PHARMA, PUNE",DERMAS,DIVA CREAM (JAR),ILS26G0044,75 GM,4026,100.0,10.0,28.0,2800.0,2026-04-04
"[AVA02] - AVANI PHARMA, PUNE",DERMAS,FLU-Z 150 CAPSULE,ILS26G0189,20X2 CAP,CS040,20.0,2.0,135.0,2700.0,2026-04-14
"[AVA02] - AVANI PHARMA, PUNE",DERMAS,FLU-Z 200 TABLET,ILS26G0371,60X1 TAB,CCT252095A,12.0,0.0,265.0,3180.0,2026-04-25
"[AVA02] - AVANI PHARMA, PUNE",DERMAS,HAIROZ PLUS TABLET,ILS26G0189,10X1X10 TAB,NPT-1614,20.0,2.0,410.0,8200.0,2026-04-14
"[AVA02] - AVANI PHARMA, PUNE",DERMAS,I-CLAMINE LOTION,ILS26G0189,1X100 ML,4131,20.0,0.0,34.0,680.0,2026-04-14
"[AVA02] - AVANI PHARMA, PUNE",DERMAS,KANACON-SB 130 CAPSULES,ILS26G0371,10X10 BOX,UGC25323A,20.0,2.0,580.0,11600.0,2026-04-25
"[AVA02] - AVANI PHARMA, PUNE",DERMAS,DERMASLOVE MAGICSHIELD SERUM,ILS26G0371,30ML BOT,AL0442,12.0,0.0,105.0,1260.0,2026-04-25
"[AVA02] - AVANI PHARMA, PUNE",DERMAS,DERMASLOVE RAYFLUX SERUM,ILS26G0218,30ML BOT,AL0440,10.0,0.0,110.0,1100.0,2026-04-15
"[AVA02] - AVANI PHARMA, PUNE",DERMAS,DERMASLOVE FREESPOT SERUM,ILS26G0218,30ML BOT,AL0443,20.0,0.0,110.0,2200.0,2026-04-15
"[AVA02] - AVANI PHARMA, PUNE",DERMAS,DERMASLOVE ORALUV SERUM,ILS26G0218,30ML BOT,AL0441,10.0,0.0,120.0,1200.0,2026-04-15
"[AVA02] - AVANI PHARMA, PUNE",DERMAS,LULOZ LOTION 30 ML,ILS26G0490,30 ML,0250,50.0,0.0,26.0,1300.0,2026-05-04
"[AVA02] - AVANI PHARMA, PUNE",DERMAS,LULOZ CREAM.,ILS26G0189,50GM BOT,1000,115.0,11.0,45.0,5175.0,2026-04-14
"[AVA02] - AVANI PHARMA, PUNE",DERMAS,MAXWHITE ULTRA CREAM,ILS26G0044,20 GM,K/00762,55.0,5.0,77.0,4235.0,2026-04-04
"[AVA02] - AVANI PHARMA, PUNE",DERMAS,RAYNON SUNSCREEN LOTION,ILS26G0490,50 ML,AL0746,16.0,0.0,54.0,864.0,2026-05-04
"[AVA02] - AVANI PHARMA, PUNE",DERMAS,RAYNON-T TINTED SUNSCREEN,ILS26G0218,30 GM,TW785,100.0,10.0,70.0,7000.0,2026-04-15
"[AVA02] - AVANI PHARMA, PUNE",DERMAS,SOFIN CREAM,ILS26G0490,25 GM,1007,113.0,12.0,47.0,5311.0,2026-05-04
"[AVA02] - AVANI PHARMA, PUNE",DERMAS,SUPRAMIN CREAM,ILS26G0044,15 GM,5056A,100.0,10.0,14.0,1400.0,2026-04-04
"[AVA02] - AVANI PHARMA, PUNE",DERMAS,UREMAX CREAM,ILS26G0189,75 GM,0831,27.0,0.0,33.0,891.0,2026-04-14
"[AVA02] - AVANI PHARMA, PUNE",DERMAS,VITALL-E LOTION,ILS26G0189,100 ML,AL0483,100.0,10.0,33.0,3300.0,2026-04-14
"[AVA02] - AVANI PHARMA, PUNE",DERMAS,VITALL-E LOTION.,ILS26G0490,250 ML,AL0558,50.0,0.0,78.0,3900.0,2026-05-04
"[AVA02] - AVANI PHARMA, PUNE",DERMAS,VITAMOIST BODY YOGURT,ILS26G0044,75 GM,TW690,50.0,5.0,85.0,4250.0,2026-04-04
"[AVA02] - AVANI PHARMA, PUNE",GIFT,GIFT BALL PEN(ATOM),ILS26G0490,1 NOS,2026,0.0,20.0,0.0,0.0,2026-05-04
"[AVA02] - AVANI PHARMA, PUNE",ISCON,ACLON-SP TAB.,ILS26G0490,10X10 TAB,GAB26006,20.0,2.0,145.0,2900.0,2026-05-04
